qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_3858	ASA47322.1	66.379	232	75	2	687	1	1	232	2.80E-93	314	2079	ASA47322.1 RdRp [Culex mononega-like virus 2]	52	1321	100	104	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz55
k141_957	YP_009182186.1	66.364	440	146	2	1	1317	376	814	0	625	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	1319	100	56	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz9
k141_3105	APG77953.1	66.364	110	37	0	3	332	675	784	5.94E-47	166	2833	APG77953.1 hypothetical protein [Hubei mosquito virus 1]	96	342	100	3654	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz92
k141_395	AGD92422.1	66.355	107	36	0	6	326	158	264	2.19E-37	135	437	AGD92422.1 heat shock 70 kDa protein-like protein [Megavirus lba]	98	328	100	6	1235314	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Unassigned	Megavirus chiliensis	NO	wz16
k141_1066	ASA47457.1	66.355	107	36	0	41	361	669	775	3.87E-40	147	2061	"ASA47457.1 RdRp, partial [Wilkie ophio-like virus 1]"	88	365	100	14	2010282	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wilkie ophio-like virus 1	NO	wz22
k141_1660	YP_009342439.1	66.346	104	35	0	2	313	433	536	4.05E-41	149	1030	YP_009342439.1 hypothetical protein [Wuhan house centipede virus 9] 	99	313	100	170	1923713	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan house centipede virus 9	NO	wz20
k141_4488	YP_009337117.1	66.337	101	34	0	303	1	630	730	2.94E-30	118	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	100	303	100	450	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz19
k141_3446	ASA47413.1	66.337	101	34	0	1	303	1797	1897	7.19E-45	159	2079	ASA47413.1 RdRp [Culex mononega-like virus 2]	98	308	88.6364	27	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz76
k141_209	AKO90164.1	66.234	231	76	2	690	4	28	258	4.16E-101	327	2246	AKO90164.1 RNA-dependent RNA polymerase [Tataguine virus]	99	690	100	2337	1623310	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Tataguine virus	NO	wz99
k141_2748	APG77702.1	66.228	228	77	0	686	3	541	768	1.38E-98	309	812	APG77702.1 hypothetical protein [Hubei virga-like virus 19]	99	687	100	29	1923334	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 19	NO	wz22
k141_6819	YP_009111311.1	66.216	222	75	0	80	745	2785	3006	2.84E-95	313	3006	YP_009111311.1 polyprotein [Dinocampus coccinellae paralysis virus] 	79	839	96.0667	975	1541119	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Dinocampus coccinellae paralysis virus	NO	wz61
k141_1009	AAA92249.1	66.187	139	44	2	415	2	374	510	1.03E-54	189	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	99	417	100	50	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz6
k141_2723	APG77458.1	66.165	133	45	0	472	74	2687	2819	2.49E-54	190	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	81	492	95.935	28	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz106
k141_4201	YP_009337659.1	66.144	319	108	0	2200	1244	2121	2439	3.68E-142	467	2444	YP_009337659.1 hypothetical protein [Hubei virga-like virus 21] 	44	2200	100	482	1923336	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 21	NO	wz92
k141_4471	YP_009305140.1	66.142	127	43	0	3	383	908	1034	6.11E-52	181	2185	YP_009305140.1 RNA-dependent RNA polymerase [Wutai Mosquito Virus] 	99	385	100	315	1608140	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Wutai Mosquito Virus	NO	wz112
k141_4553	ASA47518.1	66.129	124	41	1	442	74	95	218	5.29E-49	162	218	ASA47518.1 capsid protein [Culex luteo-like virus]	83	446	100	40	2010270	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex luteo-like virus	NO	wz112
k141_2023	AJT55738.1	66.12	183	62	0	3	551	803	985	1.17E-67	229	2044	"AJT55738.1 RNA-dependent RNA-polymerase, partial [Tataguine virus]"	99	551	100	20	1623310	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Tataguine virus	NO	wz37
k141_1486	ASV45859.1	66.071	112	38	0	12	347	316	427	4.77E-49	167	449	"ASV45859.1 RNA-dependent RNA polymerase protein, partial [Araticum virus]"	97	348	100	8	2027349	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Araticum virus	NO	wz76
k141_3408	AJG39271.1	66.055	109	37	0	562	236	1914	2022	1.19E-49	177	2022	AJG39271.1 RNA-dependent RNA polymerase [Xinzhou Mosquito Virus]	58	562	100	45	1608142	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Xinzhou Mosquito Virus	NO	wz6
k141_2046	APG76969.1	66.055	327	108	3	5	979	523	848	2.05E-133	414	848	APG76969.1 RdRp [Hubei permutotetra-like virus 1]	57	1700	100	316	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz10
k141_6836	YP_009140561.1	66.047	215	73	0	647	3	282	496	5.96E-99	320	2864	YP_009140561.1 putative polyprotein [Thika virus] 	99	647	100	23	1654356	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Thika virus	NO	wz52
k141_979	YP_009337165.1	66.038	106	36	0	319	2	134	239	1.41E-42	150	470	YP_009337165.1 hypothetical protein 2 [Hubei tombus-like virus 27] 	99	320	100	9	1923274	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 27	NO	wz20
k141_161	APF29060.1	66.011	356	121	0	3	1070	202	557	6.64E-152	476	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	1071	100	77	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	NO	wz92
k141_5048	YP_009337336.1	66	100	26	1	2	277	896	995	2.28E-32	124	1014	YP_009337336.1 RdRp [Hubei permutotetra-like virus 2] 	98	283	100	3214	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	NO	wz25
k141_4168	ASV45859.1	66	150	51	0	450	1	281	430	5.26E-68	217	449	"ASV45859.1 RNA-dependent RNA polymerase protein, partial [Araticum virus]"	99	451	100	19	2027349	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Araticum virus	NO	wz75
k141_1576	YP_009388622.1	65.986	1029	346	3	3249	166	1046	2071	0	1464	2079	YP_009388622.1 RdRp [Culex mononega-like virus 2] 	95	3249	100	611	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz25
k141_5961	CAJ29958.1	65.969	191	65	0	574	2	780	970	6.31E-82	270	1363	CAJ29958.1 putative RNA-dependent RNA polymerase 1 [Amasya cherry disease-associated mycovirus]	99	576	100	96	284689	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Alphapartitivirus	Cherry chlorotic rusty spot associated partitivirus	NO	wz105
k141_3697	ASA47322.1	65.969	191	64	1	8	577	22	212	4.27E-83	273	2079	ASA47322.1 RdRp [Culex mononega-like virus 2]	99	578	100	34	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz59
k141_5542	ASA47301.1	65.95	2743	917	6	60	8288	1	2726	0	3761	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	76	10870	100	36566	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	NO	wz28
k141_3496	ASA47301.1	65.95	2743	917	6	100	8328	1	2726	0	3759	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	75	10918	100	16281	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	NO	wz17
k141_3248	ASM93992.1	65.946	185	63	0	2	556	736	920	8.83E-77	253	989	ASM93992.1 putative ORF2 [Caledonia beadlet anemone Nora virus-like virus 1]	99	558	100	22	2021957	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Caledonia beadlet anemone Nora virus-like virus 1	NO	wz53
k141_4018	AAA92249.1	65.942	138	47	0	414	1	137	274	6.25E-63	213	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	99	420	100	10	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz9
k141_2165	ASA47301.1	65.935	2689	900	5	10025	1959	54	2726	0	3716	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	80	10026	100	139571	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	NO	wz27
k141_6261	APG76969.1	65.926	270	90	2	1018	215	579	848	1.28E-105	333	848	APG76969.1 RdRp [Hubei permutotetra-like virus 1]	79	1020	100	200	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz28
k141_3164	APG76969.1	65.926	270	90	2	2086	1283	579	848	8.89E-101	333	848	APG76969.1 RdRp [Hubei permutotetra-like virus 1]	39	2086	100	419	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz39
k141_4825	APG79296.1	65.919	223	76	0	2	670	1035	1257	1.57E-100	327	2096	APG79296.1 RNA-dependent RNA polymerase [Hubei diptera virus 7]	87	766	100	40	1922888	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 7	NO	wz17
k141_3038	YP_052857.1	65.899	434	147	1	1490	192	1	434	0	576	434	YP_052857.1 capsid protein [Penicillium stoloniferum virus S] 	82	1591	100	8252	216371	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Gammapartitivirus	Penicillium stoloniferum virus S	NO	wz106
k141_783	AJT55738.1	65.891	258	86	2	771	4	1	258	9.26E-113	362	2044	"AJT55738.1 RNA-dependent RNA-polymerase, partial [Tataguine virus]"	96	802	100	2087	1623310	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Tataguine virus	NO	wz99
k141_5305	APG78066.1	65.873	126	43	0	3	380	622	747	6.53E-52	181	1132	"APG78066.1 RNA-dependent RNA polymerase, partial [Hubei qinvirus-like virus 2]"	98	385	100	12	1923171	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei qinvirus-like virus 2	NO	wz25
k141_3118	ASA47292.1	65.839	322	107	2	12	974	1652	1971	1.11E-145	458	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	976	100	45	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz59
k141_2403	ARF11555.1	65.823	158	50	1	47	520	379	532	1.41E-64	218	988	ARF11555.1 ubiquitin-activating enzyme E1 [Klosneuvirus KNV1]	91	521	100	34	1977640	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	NO	wz29
k141_3365	APG78216.1	65.812	468	157	2	26	1429	3	467	0	662	470	APG78216.1 RdRp [Wuhan insect virus 23]	96	1458	100	1885	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	NO	wz21
k141_3000	AOR51366.1	65.812	117	40	0	2	352	1286	1402	7.99E-48	169	2018	AOR51366.1 RdRp [Bolahun virus variant 1]	99	352	96.875	402	1903426	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Bolahun virus variant 1	NO	wz16
k141_3559	YP_001109579.1	65.806	155	53	0	7	471	54	208	2.30E-61	207	765	YP_001109579.1 coat protein [Botryotinia fuckeliana totivirus 1] 	98	475	100	99	425009	Viruses	Unassigned	Unassigned	Unassigned	Totiviridae	Totivirus	Botryotinia fuckeliana totivirus 1	NO	wz106
k141_1525	AJT39594.1	65.8	1462	492	5	4482	106	971	2427	0	1979	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	98	4483	100	10908	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz71
k141_1998	YP_009337117.1	65.789	114	39	0	2	343	2161	2274	1.01E-48	171	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	97	351	100	350	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz19
k141_2763	APG77458.1	65.772	149	51	0	452	6	2178	2326	5.94E-62	211	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	98	454	100	13	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz9
k141_741	YP_009252204.1	65.734	143	45	2	3	425	852	992	7.32E-57	196	1802	YP_009252204.1 non-structural polyprotein [Anopheles C virus] 	99	427	100	26	1769780	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Anopheles C virus	NO	wz25
k141_4610	APG77458.1	65.702	484	150	6	1443	1	485	955	0	653	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	100	1443	100	115	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz77
k141_1860	YP_009329894.1	65.686	102	35	0	308	3	1048	1149	4.37E-41	149	2161	YP_009329894.1 RNA-dependent RNA polymerase [Hubei diptera virus 3] 	99	310	98.3871	113	1922884	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 3	NO	wz93
k141_454	ASA47292.1	65.682	440	150	1	1322	3	1429	1867	0	610	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	1322	100	203	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz70
k141_2863	ASA47474.1	65.663	166	57	0	1	498	212	377	2.49E-77	250	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	99	499	100	10	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz29
k141_1565	APG75843.1	65.649	131	45	0	6	398	117	247	4.30E-57	186	372	APG75843.1 hypothetical protein 2 [Hubei sobemo-like virus 41]	98	401	100	10	1923229	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei sobemo-like virus 41	NO	wz40
k141_5577	AOR51392.1	65.643	684	234	1	195	2246	1	683	0	969	684	"AOR51392.1 RdRp, partial [Partitivirus-like 5]"	84	2448	100	90997	1903552	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 5	NO	wz105
k141_3655	AOR51392.1	65.643	684	234	1	59	2110	1	683	0	968	684	"AOR51392.1 RdRp, partial [Partitivirus-like 5]"	97	2126	100	518	1903552	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 5	NO	wz6
k141_2148	AOR51392.1	65.643	684	234	1	2113	62	1	683	0	967	684	"AOR51392.1 RdRp, partial [Partitivirus-like 5]"	94	2188	100	1161	1903552	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 5	NO	wz10
k141_401	APG79191.1	65.625	128	44	0	3	386	572	699	1.54E-37	140	1559	"APG79191.1 RdRp, partial [Sanxia reo-like virus 1]"	98	391	100	14	1923379	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Sanxia reo-like virus 1	NO	wz10
k141_3138	APG76943.1	65.605	157	54	0	3	473	10	166	7.71E-77	232	196	APG76943.1 hypothetical protein [Hubei permutotetra-like virus 1] 	93	505	100	23	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz38
k141_10479	ASA47322.1	65.6	125	42	1	374	3	64	188	1.25E-50	177	2079	ASA47322.1 RdRp [Culex mononega-like virus 2]	99	375	95.7333	32	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz52
k141_1112	ASA47301.1	65.581	2641	893	5	2	7924	102	2726	0	3633	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	75	10569	100	485846	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	NO	wz105
k141_1246	ASA47457.1	65.574	122	42	0	1	366	812	933	7.69E-34	131	2061	"ASA47457.1 RdRp, partial [Wilkie ophio-like virus 1]"	78	472	100	13	2010282	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wilkie ophio-like virus 1	NO	wz22
k141_7832	YP_009337088.1	65.528	322	111	0	967	2	1704	2025	7.36E-130	414	2833	YP_009337088.1 hypothetical protein [Hubei mosquito virus 1] 	99	967	100	59	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	NO	wz93
k141_3948	AAA92249.1	65.517	116	40	0	17	364	410	525	1.09E-47	169	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	95	365	100	13	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz92
k141_720	YP_009337117.1	65.497	171	59	0	4	516	2124	2294	3.39E-75	250	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	518	100	5827	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz20
k141_4185	YP_009337117.1	65.487	113	39	0	6	344	1318	1430	1.31E-49	174	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	98	346	100	113	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz20
k141_1534	APG78278.1	65.487	113	39	0	346	8	406	518	3.42E-43	153	553	APG78278.1 RdRp [Hubei partiti-like virus 14]	98	347	100	19	1923020	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 14	NO	wz7
k141_3293	APF29060.1	65.469	640	220	1	1919	3	751	1390	0	896	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	1928	100	4193	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	NO	wz88
k141_1520	AAA92249.1	65.468	139	48	0	3	419	420	558	1.13E-57	198	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	93	447	100	25	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	NO	wz69
k141_8674	AOR51366.1	65.455	110	38	0	1	330	1282	1391	3.90E-43	155	2018	AOR51366.1 RdRp [Bolahun virus variant 1]	97	341	100	423	1903426	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Bolahun virus variant 1	NO	wz17
k141_1928	YP_009337117.1	65.441	136	47	0	3	410	2124	2259	4.51E-59	202	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	410	100	1891	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	NO	wz19
k141_2955	AJT39595.1	65.385	338	117	0	1019	6	1531	1868	1.11E-145	476	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	2188	100	404	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz99
k141_2786	ASA47392.1	65.385	130	45	0	2	391	68	197	1.43E-60	195	373	ASA47392.1 RdRp [Culex luteo-like virus] 	99	393	100	121	2010270	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex luteo-like virus	NO	wz118
k141_5183	AMA19446.1	65.363	179	62	0	1	537	737	915	2.22E-66	225	2221	AMA19446.1 RNA-dependent RNA polymerase [Badu virus]	99	539	100	1116	1783444	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Badu virus	NO	wz112
k141_1171	ARF11555.1	65.359	153	49	1	461	3	379	527	3.27E-61	209	988	ARF11555.1 ubiquitin-activating enzyme E1 [Klosneuvirus KNV1]	94	489	100	21	1977640	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	NO	wz18
k141_3972	ASV45859.1	65.354	127	44	0	3	383	299	425	8.58E-57	187	449	"ASV45859.1 RNA-dependent RNA polymerase protein, partial [Araticum virus]"	99	385	100	10	2027349	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Araticum virus	NO	wz74
k141_6508	YP_009337336.1	65.347	101	27	1	3	281	895	995	2.42E-32	123	1014	YP_009337336.1 RdRp [Hubei permutotetra-like virus 2] 	99	283	100	399	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	NO	wz25
k141_7104	AJT39594.1	65.325	2434	834	7	65	7357	1	2427	0	3261	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	98	7461	100	5451	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz18
k141_2873	AJT39594.1	65.325	2434	834	7	7399	107	1	2427	0	3262	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	98	7452	100	4988	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz99
k141_4692	ASA47292.1	65.323	124	43	0	3	374	1363	1486	9.75E-65	182	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	594	100	39	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz77
k141_4275	AQM55436.1	65.323	124	43	0	3	374	2064	2187	4.66E-51	178	2371	AQM55436.1 hypothetical protein 1 [San Bernardo virus] 	99	374	100	15	1955199	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	San Bernardo virus	NO	wz118
k141_3389	ABX79995.1	65.323	124	43	0	6	377	84	207	4.45E-46	164	775	"ABX79995.1 putative RNA-dependent RNA polymerase, partial (endogenous virus) [Aspergillus mycovirus 178]"	98	381	100	70	487210	Viruses	Unassigned	Unassigned	Unassigned	Totiviridae	Totivirus	Aspergillus mycovirus 178	NO	wz106
k141_3213	YP_009336493.1	65.323	124	43	0	375	4	571	694	8.93E-52	180	989	YP_009336493.1 hypothetical protein 2 [Hubei toti-like virus 10] 	99	375	100	16	1923298	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei toti-like virus 10	NO	wz82
k141_2459	AIT97308.1	65.323	124	42	1	111	479	1	124	2.41E-44	153	303	"AIT97308.1 coat protein, partial [Ustilaginoidea virens partitivirus]"	77	481	100	103	1346082	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Ustilaginoidea virens partitivirus	NO	wz106
k141_3267	AJT39594.1	65.301	366	127	0	5	1102	1518	1883	2.75E-165	516	2435	AJT39594.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	1104	100	4596	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	NO	wz9
