qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_3634	AJG39251.1	63.71	124	44	1	3	371	775	898	3.33E-47	167	2050	AJG39251.1 RNA-dependent RNA polymerase [Shuangao Insect Virus 3]	99	372	100	13	1608077	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Shuangao Insect Virus 3	km104
k141_3179	APG78283.1	63.71	124	41	1	5	376	198	317	2.87E-52	177	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	376	100	141	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km117
k141_2640	YP_009330058.1	63.71	124	45	0	670	299	2095	2218	1.25E-48	176	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	55	674	100	13263	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km13
k141_11993	YP_009330058.1	63.71	124	45	0	675	304	2095	2218	1.34E-48	176	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	55	679	100	19042	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km11
k141_4914	APG79296.1	63.704	135	49	0	2	406	1119	1253	3.23E-53	185	2096	APG79296.1 RNA-dependent RNA polymerase [Hubei diptera virus 7]	98	413	100	375	1922888	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 7	km101
k141_2828	YP_009336934.1	63.7	427	155	0	1319	39	1	427	0	565	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2820	100	19807	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km117
k141_638	APF29056.1	63.699	146	53	0	451	14	21	166	3.73E-51	172	258	APF29056.1 P protein [Menghai rhabdovirus]	58	753	100	60	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km102
k141_417	APG76947.1	63.682	201	68	1	272	874	1	196	2.51E-87	264	196	APG76947.1 hypothetical protein [Hubei permutotetra-like virus 1]	67	897	100	210	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km100
k141_5776	YP_009337870.1	63.68	413	148	2	33	1268	11	422	0	548	534	YP_009337870.1 RdRp [Hubei diptera virus 17] 	97	1268	100	6800	1922878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 17	km94
k141_1977	YP_009336934.1	63.679	424	154	0	1278	7	1	424	0	562	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	46	2775	100	1565	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km111
k141_4365	YP_009337870.1	63.673	245	88	1	732	1	11	255	5.42E-105	320	534	YP_009337870.1 RdRp [Hubei diptera virus 17] 	91	807	100	142	1922878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 17	km97
k141_1243	API61887.1	63.667	300	108	1	19	918	425	723	1.15E-124	398	2221	API61887.1 RNA-directed RNA polymerase [Chuvirus Mos8Chu0]	98	921	100	91	1925502	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Chuvirus Mos8Chu0	km120
k141_663	YP_009182186.1	63.657	875	314	2	2623	2	433	1304	0	1175	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	2625	100	833	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	km66
k141_7031	YP_009330058.1	63.636	121	44	0	3	365	779	899	7.33E-48	169	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	365	100	30	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km114
k141_695	YP_009289352.1	63.636	220	80	0	1	660	395	614	8.14E-88	288	2264	YP_009289352.1 RNA-dependent RNA polymerase [Sanxia Water Strider Virus 5] 	99	663	100	59	1608064	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Sanxia Water Strider Virus 5	km103
k141_665	YP_003970036.1	63.636	209	69	1	2	607	366	574	8.90E-80	256	648	YP_003970036.1 putative DnaK/Hsp70 [Cafeteria roenbergensis virus BV-PW1] 	95	638	96.7085	101	693272	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Cafeteriavirus	Cafeteria roenbergensis virus	km43
k141_5354	APG78217.1	63.636	132	44	1	405	10	257	384	2.39E-54	184	564	APG78217.1 RdRp [Hubei partiti-like virus 22]	98	406	100	12	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km24
k141_5262	AAN04366.1	63.636	165	46	1	497	3	198	348	6.48E-68	218	441	AAN04366.1 glycine hydroxymethyltransferase [Heliothis zea nudivirus]	99	497	100	49	29250	Viruses	Unassigned	Unassigned	Unassigned	Nudiviridae	Unassigned	Heliothis zea nudivirus	km1
k141_4521	YP_009305122.1	63.636	143	51	1	5	430	515	657	1.38E-57	198	2113	YP_009305122.1 RNA-dependent RNA polymerase [Yongjia Tick Virus 2] 	99	430	100	9	1608146	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ledantevirus	Yongjia ledantevirus	km51
k141_2644	YP_009129265.1	63.636	132	48	0	396	1	2538	2669	3.32E-44	159	3032	YP_009129265.1 polyprotein [Graminella nigrifrons virus 1] 	99	398	100	47	1629132	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	Graminella nigrifrons virus 1	km30
k141_1492	YP_009337165.1	63.614	415	150	1	711	1952	2	416	0	569	470	YP_009337165.1 hypothetical protein 2 [Hubei tombus-like virus 27] 	64	1954	100	602	1923274	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 27	km43
k141_2571	YP_009337369.1	63.605	294	97	3	882	4	1994	2278	1.48E-111	360	2811	YP_009337369.1 hypothetical protein [Hubei picorna-like virus 9] 	96	919	100	36	1923168	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 9	km104
k141_2152	YP_009337684.1	63.6	250	88	3	744	1	2360	2608	1.31E-105	341	2864	YP_009337684.1 hypothetical protein [Hubei odonate virus 5] 	99	745	97.8523	1451	1923000	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 5	km48
k141_2904	APG78283.1	63.592	206	71	1	1	618	191	392	3.87E-93	287	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	620	96.2903	216	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km108
k141_508	YP_009342337.1	63.59	195	63	2	90	650	2650	2844	3.89E-73	246	2914	YP_009342337.1 hypothetical protein [Wuhan fly virus 4] 	86	652	86.6564	71	1923698	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan fly virus 4	km34
k141_847	APF29060.1	63.587	184	67	0	1	552	299	482	1.87E-71	240	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	556	100	23	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km5
k141_3128	YP_009330058.1	63.58	162	59	0	487	2	1809	1970	1.21E-68	231	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	489	100	13	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km121
k141_1980	YP_009337750.1	63.58	162	59	0	490	5	2689	2850	3.94E-63	215	2924	YP_009337750.1 hypothetical protein [Hubei picorna-like virus 41] 	99	492	100	27	1923122	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 41	km41
k141_4686	AAN04366.1	63.576	151	41	1	461	9	131	267	1.44E-63	206	441	AAN04366.1 glycine hydroxymethyltransferase [Heliothis zea nudivirus]	96	470	100	7	29250	Viruses	Unassigned	Unassigned	Unassigned	Nudiviridae	Unassigned	Heliothis zea nudivirus	km104
k141_1766	AMJ52373.1	63.574	291	106	0	876	4	230	520	9.19E-122	389	2122	AMJ52373.1 large protein [Riverside virus 1]	99	876	100	58	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km96
k141_2599	ADL61868.1	63.566	129	46	1	8	394	2	129	3.52E-53	172	243	"ADL61868.1 polyprotein, partial [Maize rayado fino virus]"	98	396	100	6698	59749	Viruses	Unassigned	Unassigned	Tymovirales	Tymoviridae	Marafivirus	Maize rayado fino virus	km11
k141_2567	AHL25284.1	63.566	129	45	2	2	388	118	244	7.16E-52	170	285	"AHL25284.1 RNA-dependent RNA polymerase, partial [Rhizoctonia virus RS002]"	99	388	100	7	1461373	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Rhizoctonia virus RS002	km94
k141_3259	YP_009330058.1	63.559	118	43	0	2	355	2084	2201	3.29E-48	170	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	357	100	8910	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km113
k141_2011	YP_009342435.1	63.559	118	39	2	2	343	1576	1693	1.86E-38	142	2373	YP_009342435.1 RdRp [Wuhan house centipede virus 1] 	93	368	100	14	1923705	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan house centipede virus 1	km64
k141_1952	YP_009337784.1	63.556	225	82	0	4	678	1307	1531	7.52E-84	293	1578	YP_009337784.1 hypothetical protein [Hubei macula-like virus 1] 	36	1879	100	11116	1922922	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 1	km42
k141_5458	YP_009179378.1	63.551	107	35	1	327	7	497	599	4.18E-36	135	907	YP_009179378.1 NS5-like protein [Wuhan aphid virus 2] 	98	328	100	18	1746068	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan aphid virus 2	km115
k141_483	AEM65163.1	63.551	107	39	0	323	3	1864	1970	4.21E-43	155	2493	"AEM65163.1 polyprotein, partial [Tomato matilda virus]"	99	324	90.4321	22	1077287	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tomato matilda virus	km65
k141_3133	APG78283.1	63.551	107	39	0	1	321	303	409	3.36E-41	147	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	323	100	13410	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km15
k141_2673	API61887.1	63.551	428	155	1	5	1288	407	833	0	578	2221	API61887.1 RNA-directed RNA polymerase [Chuvirus Mos8Chu0]	99	1292	100	170	1925502	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Chuvirus Mos8Chu0	km35
k141_16845	YP_009336629.1	63.551	107	38	1	318	1	2628	2734	4.08E-39	143	2823	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1] 	99	320	100	28	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km95
k141_1666	YP_009330058.1	63.551	107	39	0	13	333	1713	1819	1.24E-37	139	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	96	333	100	987	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km104
k141_5235	APG78278.1	63.529	170	62	0	1	510	351	520	5.46E-69	223	553	APG78278.1 RdRp [Hubei partiti-like virus 14]	99	512	95.3125	224	1923020	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 14	km119
k141_6563	YP_009182186.1	63.527	913	329	2	2	2737	438	1347	0	1226	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	2740	100	271	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	km14
k141_210	AOF41423.1	63.522	159	57	1	9	482	675	833	2.19E-62	213	2017	"AOF41423.1 RNA-dependent RNA polymerase, partial [Seattle Prectang virus]"	98	483	100	17	1892235	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Seattle Prectang virus	km67
k141_783	YP_001285409.1	63.504	137	50	0	414	4	1586	1722	2.00E-58	200	2983	YP_001285409.1 polyprotein [Brevicoryne brassicae virus - UK] 	99	414	100	18	436447	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Brevicoryne brassicae virus	km66
k141_4031	YP_009337117.1	63.504	137	50	0	433	23	1659	1795	2.18E-45	163	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	95	433	100	12	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km123
k141_6818	APG78216.1	63.5	200	73	0	7	606	252	451	1.31E-86	268	470	APG78216.1 RdRp [Wuhan insect virus 23]	99	609	100	26	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	km102
k141_5960	YP_009337438.1	63.492	189	69	0	567	1	2323	2511	9.13E-78	258	2801	YP_009337438.1 hypothetical protein [Sanxia water strider virus 9] 	99	569	100	170	1923408	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Sanxia water strider virus 9	km11
k141_1715	YP_009330058.1	63.492	252	92	0	757	2	1699	1950	2.26E-106	343	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	765	100	36	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km30
k141_5035	APG78217.1	63.478	115	42	0	9	353	276	390	1.24E-46	162	564	APG78217.1 RdRp [Hubei partiti-like virus 22]	97	354	89.2655	22	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km14
k141_1784	YP_009129265.1	63.478	115	42	0	346	2	1478	1592	1.34E-42	154	3032	YP_009129265.1 polyprotein [Graminella nigrifrons virus 1] 	99	346	100	9	1629132	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	Graminella nigrifrons virus 1	km57
k141_8418	ADR79388.1	63.475	282	103	0	6	851	7	288	7.33E-121	355	352	"ADR79388.1 polyprotein, partial [Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009]"	99	852	100	41	931917	Viruses	Unassigned	Unassigned	Picornavirales	Picornaviridae	Unassigned	Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009	km101
k141_4011	YP_009330058.1	63.473	167	61	0	7	507	1758	1924	1.30E-68	231	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	507	100	65004	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km15
k141_239	APG78203.1	63.469	271	99	0	813	1	60	330	1.65E-123	365	470	APG78203.1 RdRp [Wuhan fly virus 6]	99	814	100	8656	1923700	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan fly virus 6	km102
k141_2060	AMJ52373.1	63.467	375	137	0	1129	5	403	777	1.15E-162	508	2122	AMJ52373.1 large protein [Riverside virus 1]	99	1141	100	126	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km43
k141_5489	YP_009336934.1	63.466	427	156	0	1502	2782	1	427	0	563	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2817	100	36484	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km35
k141_525	YP_009336934.1	63.466	427	156	0	1502	2782	1	427	0	550	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2825	100	32840	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km41
k141_2127	YP_009336934.1	63.466	427	156	0	1354	74	1	427	0	564	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2855	100	21025	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km108
k141_1833	YP_009336934.1	63.466	427	156	0	1502	2782	1	427	0	550	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	45	2844	100	18267	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km43
k141_1654	YP_009336934.1	63.466	427	156	0	1456	2736	1	427	0	548	429	YP_009336934.1 hypothetical protein 2 [Hubei tombus-like virus 29] 	46	2770	100	955	1923276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 29	km44
k141_886	YP_003475889.1	63.462	104	38	0	15	326	1224	1327	5.91E-37	137	2000	YP_003475889.1 replicase-associated polyprotein [Olive latent virus 3] 	95	327	100	9	626962	Viruses	Unassigned	Unassigned	Tymovirales	Tymoviridae	Marafivirus	Olive latent virus 3	km100
k141_7876	YP_009330058.1	63.462	104	38	0	312	1	2084	2187	3.02E-42	152	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	314	100	51204	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km103
k141_7374	ACN94442.1	63.462	208	76	0	778	155	576	783	1.73E-85	276	787	"ACN94442.1 protease/RNA-dependent RNA polymerase, partial [Nasonia vitripennis virus]"	80	783	100	279	626355	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Nasonia vitripennis virus	km102
k141_481	YP_009094394.1	63.462	104	38	0	320	9	1638	1741	1.68E-24	102	2059	YP_009094394.1 L protein [Puerto Almendras virus] 	97	322	100	16	1479613	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Almendravirus	Puerto Almendras almendravirus	km12
k141_3965	YP_009362668.1	63.462	104	38	0	1	312	1349	1452	1.25E-39	145	1657	YP_009362668.1 RdRP [Alfalfa virus S] 	99	313	100	22	1985968	Viruses	Unassigned	Unassigned	Tymovirales	Unassigned	Unassigned	Alfalfa virus S	km32
k141_3160	YP_009330058.1	63.452	197	72	0	4	594	2022	2218	1.77E-76	259	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	66	898	100	24189	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km113
k141_143	AGY80343.1	63.452	197	72	0	593	3	725	921	1.32E-81	270	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	97	609	100	62	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km117
k141_6989	AAA92249.1	63.441	186	68	0	2	559	217	402	2.05E-79	261	1084	AAA92249.1 ORF B (bases 1850-5560) first start codon at 2306 [Autographa californica nucleopolyhedrovirus]	99	564	100	30	46015	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus	km11
k141_1049	YP_009094394.1	63.441	186	66	1	552	1	535	720	7.47E-73	244	2059	YP_009094394.1 L protein [Puerto Almendras virus] 	99	554	100	52	1479613	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Almendravirus	Puerto Almendras almendravirus	km66
k141_8979	APG78283.1	63.433	134	45	1	405	4	191	320	9.18E-57	190	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	405	100	748	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km100
k141_4844	YP_009337216.1	63.433	134	48	1	2	403	1216	1348	9.63E-55	189	2135	YP_009337216.1 RNA-dependent RNA polymerase [Hubei dimarhabdovirus virus 1] 	99	403	100	22	1922866	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei dimarhabdovirus virus 1	km35
k141_453	APG78283.1	63.433	134	45	1	405	4	191	320	9.18E-57	190	543	"APG78283.1 RdRp, partial [Hubei partiti-like virus 22]"	99	405	100	612	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km115
k141_3532	APG78278.1	63.433	268	98	0	3	806	264	531	1.54E-124	370	553	APG78278.1 RdRp [Hubei partiti-like virus 14]	99	809	100	105	1923020	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 14	km94
k141_1962	YP_009129265.1	63.42	421	147	2	1	1260	279	693	5.04E-165	520	3032	YP_009129265.1 polyprotein [Graminella nigrifrons virus 1] 	99	1271	100	150	1629132	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	Graminella nigrifrons virus 1	km32
k141_3606	YP_009330058.1	63.415	205	75	0	1	615	1746	1950	5.58E-87	285	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	617	100	70867	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km12
k141_219	YP_009330058.1	63.415	164	60	0	1	492	1761	1924	4.80E-67	226	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	100	492	100	98868	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km15
k141_2066	APG78217.1	63.415	205	71	1	2	616	202	402	1.53E-90	281	564	APG78217.1 RdRp [Hubei partiti-like virus 22]	99	620	100	15	1923029	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 22	km33
k141_1875	YP_006202628.1	63.415	164	60	0	3	494	337	500	1.97E-59	204	2128	YP_006202628.1 L gene product [Kotonkan virus] 	99	498	100	16	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	km41
k141_12506	AKL90434.1	63.415	123	45	0	3	371	712	834	6.06E-47	166	922	AKL90434.1 NSP1 [Guaico Culex virus] 	99	373	100	8	1665361	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Guaico Culex virus	km11
k141_10914	AJG39240.1	63.415	164	60	0	494	3	829	992	2.00E-54	190	1862	AJG39240.1 RNA-dependent RNA polymerase [Jiangxia Mosquito Virus 1]	99	497	100	16	1608051	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Jiangxia Mosquito Virus 1	km109
k141_1914	APG77727.1	63.402	194	67	3	574	2	1	193	1.13E-70	239	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	83	689	100	650	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km100
k141_5323	YP_009352233.1	63.393	112	41	0	3	338	2761	2872	6.79E-44	157	3437	YP_009352233.1 polyprotein [Diabrotica virgifera virgifera virus 2] 	99	339	100	26	1920988	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Diabrotica virgifera virgifera virus 2	km32
